GeneID	SRR5364316	SRR5364317	SRR5364318	SRR5364322	SRR5364323
ENSMUSG00000063894	11.2930229691086	11.253068479206	11.2405208061714	11.0653830019304	11.218429041119
ENSMUSG00000021357	11.2127642391456	11.0749735192024	11.3673379524174	11.0722049692118	11.1963647893941
ENSMUSG00000021715	9.7631988155282	9.75982038059539	9.83466321925629	9.5635034884937	9.71316073241667
ENSMUSG00000074863	9.27349177343028	9.29352779800176	9.27433703827307	9.29505081371825	9.21993761979675
ENSMUSG00000021725	10.7385617742964	10.726537188326	10.8826662998212	10.796471273743	10.7187764811905
ENSMUSG00000021417	10.5139141558089	10.5007267333578	10.5948336926657	10.4494174525071	10.5166218852586
ENSMUSG00000035139	10.3034506110245	10.407655768929	10.355946031242	10.3528449435273	10.4565274647678
ENSMUSG00000042842	8.57693243081941	8.36396654731753	8.53916131487479	8.54424476487326	8.5910405448091
ENSMUSG00000041817	10.6165021389378	10.7095912964805	10.9745079630205	10.5063528628622	10.7419151001101
ENSMUSG00000021598	9.78071457158849	9.91749574145624	9.89142873993116	9.87170900450597	9.78109358645843
ENSMUSG00000090659	9.03633439875803	8.94820555933673	8.9832915480781	8.89632000539448	8.8234540648882
ENSMUSG00000060739	10.063958438231	10.0405633870782	10.158007837646	9.88633625192471	9.89660435897572
ENSMUSG00000021606	10.5641681762596	10.474119176416	10.726438324404	10.5618855120602	10.5344559495841
ENSMUSG00000049517	11.6264652207772	11.532867696829	11.8873613417521	11.5595582060256	11.6313476547654
ENSMUSG00000021680	7.78519619205289	7.89567146863313	8.16339493862592	8.06872222423632	7.80891746783746
ENSMUSG00000043183	9.6022584158285	9.66239331707175	9.77896810612834	9.54313993474179	9.69335983341089
ENSMUSG00000021559	9.66633620369126	9.74279920808887	9.82267482513989	9.72348613990527	9.72737924980298
ENSMUSG00000049625	7.98968320650191	7.94377971776001	8.07158108812796	7.99195515147427	7.98230505693954
ENSMUSG00000038132	9.13507425127409	9.19574062374572	8.99652648378411	8.93610337547334	8.76317130829843
ENSMUSG00000021313	13.1510124212926	12.9757423639453	12.659957274678	12.7529310869855	12.9303875116648
ENSMUSG00000046169	9.27092097428285	9.3306005703314	9.49261591436666	9.33788070081056	9.45338868953212
ENSMUSG00000056749	9.66633620369126	9.63585033369602	9.77718999011475	9.80174800461287	9.54377615971834
ENSMUSG00000075054	10.9669930664499	10.9089375033038	10.7653928015649	10.7881855584101	10.9198302744129
ENSMUSG00000038212	11.796377094961	11.7937257455909	11.8158914760634	11.7319206605448	11.6937900094605
ENSMUSG00000021474	11.1016024447886	11.149870961784	11.0798090090922	11.0935950561412	10.9843349094871
ENSMUSG00000021701	10.3639537189232	10.4123419675622	10.511637196455	10.3955739341848	10.3131060694804
ENSMUSG00000045136	11.887491863569	11.930642035515	11.5037440766149	11.7742208643401	11.5278701340428
ENSMUSG00000072066	8.51823513321846	8.54720471980202	8.67971854073526	8.51558867265577	8.52488854410343
ENSMUSG00000025453	9.69632505907676	9.54183636468931	9.66593911130651	9.60167278261384	9.72383876766874
ENSMUSG00000012429	9.62396413730879	9.52847866544916	9.54874729622877	9.61145076912933	9.56392867315885
ENSMUSG00000021519	10.8371579374798	10.8747901985648	10.8377430943178	10.9095707212727	10.8292694610373
